RowNumber,CreditScore,Geography,Age,Balance,IsActiveMember,EstimatedSalary,Exited,Complain
7268,507,3,31,111589.67,0,150037.19,0,0
7269,606,3,27,172310.33,1,111448.92,0,0
7270,655,3,34,118028.35,0,51226.32,1,1
7271,697,3,51,147910.3,1,53581.14,0,0
7272,504,3,42,131287.36,1,149697.78,0,0
7273,653,1,74,121276.32,1,160348.31,0,0
7274,660,2,38,109869.32,1,154641.91,0,0
7275,652,1,34,97435.85,1,104331.76,0,0
7276,669,1,42,0,0,135630.32,0,0
7277,594,1,35,133853.27,1,65361.66,0,0
7278,756,3,32,109528.16,1,56176.31,0,0
7279,642,1,33,84607.34,1,60059.47,0,0
7280,486,3,37,101438,0,51364.56,0,0
7281,804,1,55,0,1,118752.6,0,0
7282,629,1,59,113657.83,1,116848.79,1,1
7283,581,2,44,189318.16,0,45026.23,1,1
7284,667,1,31,99513.91,1,189657.26,0,0
7285,667,2,35,97585.32,0,57213.46,0,0
7286,679,1,29,0,1,63687.06,0,0
7287,680,1,43,0,1,58761.33,0,0
7288,644,2,32,136659.74,1,14187.78,0,0
7289,571,1,30,85755.86,0,145115.95,0,0
7290,627,2,35,0,0,187718.26,0,0
7291,536,1,39,0,0,27150.35,0,0
7292,599,2,33,51690.89,0,111622.76,1,1
7293,744,2,34,0,0,27244.35,0,0
7294,709,1,34,111669.68,0,57029.66,0,0
7295,653,3,31,154741.45,0,25183.01,0,0
7296,648,3,31,125681.51,1,129980.93,0,0
7297,663,3,37,155303.71,0,118716.63,0,0
7298,613,3,43,140681.68,1,20134.07,0,0
7299,620,1,28,71902.52,1,190208.23,0,0
7300,661,1,51,146606.6,1,68021.9,0,0
7301,669,3,45,123949.75,0,110881.56,0,0
7302,767,3,33,144753.21,1,132480.75,0,0
7303,491,1,72,91285.22,1,7032.95,0,0
7304,653,1,43,0,0,27862.58,0,0
7305,679,3,58,125850.53,1,87008.17,0,0
7306,687,1,28,108116.66,1,27411.19,0,0
7307,837,1,38,0,1,46395.21,0,0
7308,850,1,28,67639.56,1,194245.29,0,0
7309,663,2,53,150200.23,1,151317.27,1,1
7310,547,2,22,141287.15,0,118142.79,0,0
7311,627,1,41,0,1,138700.75,1,1
7312,707,1,37,0,1,6035.51,0,0
7313,629,1,43,0,1,41263.69,0,0
7314,687,1,36,97157.96,1,63185.05,0,0
7315,588,1,36,0,0,92536,1,1
7316,502,3,33,125241.17,1,158736.07,0,0
7317,793,3,54,128966.13,0,18633.4,1,1
7318,727,3,59,152581.06,0,71830.1,1,1
7319,632,2,32,0,0,19525.65,0,0
7320,474,3,37,142688.57,1,110953.33,0,0
7321,850,3,31,130089.56,1,4466.21,0,0
7322,584,1,36,0,1,105818.51,0,0
7323,713,1,32,117094.02,0,149558.83,1,1
7324,742,2,24,0,0,4070.28,0,0
7325,607,1,39,0,0,132741.13,1,1
7326,761,2,34,0,0,61251.25,0,0
7327,600,1,49,90218.9,0,91347.76,0,0
7328,650,2,42,194532.66,0,171045.31,1,1
7329,850,3,56,169743.83,0,155850.4,1,1
7330,501,1,34,0,0,27380.99,0,0
7331,418,1,34,155973.88,0,154208.96,0,0
7332,797,2,59,129321.44,1,93624.55,0,0
7333,788,3,42,138650.49,0,64746.07,0,0
7334,699,2,43,136487.86,0,82815.93,0,0
7335,616,1,18,0,1,27308.58,0,0
7336,651,1,41,38617.2,1,104876.8,0,0
7337,654,1,28,0,0,151316.37,0,0
7338,676,1,34,82909.14,0,91817.38,1,1
7339,708,3,54,145151.4,1,125311.17,1,1
7340,499,2,42,147187.84,1,14868.94,1,1
7341,689,1,39,0,0,196112.45,0,0
7342,850,2,54,108185.81,0,24093.4,1,1
7343,502,1,30,0,1,66263.87,0,0
7344,643,1,34,0,1,100304.13,0,0
7345,762,1,28,0,0,167909.52,0,0
7346,719,1,49,105918.1,1,16246.59,0,0
7347,789,1,27,0,0,103603.65,0,0
7348,553,2,42,0,0,7680.23,0,0
7349,448,2,25,0,0,95215.73,0,0
7350,632,3,42,59972.26,1,148172.94,0,0
7351,669,2,25,157228.61,0,124382.9,0,0
7352,654,2,34,0,0,159311.46,0,0
7353,726,1,38,0,0,6787.48,0,0
7354,596,1,21,210433.08,1,197297.77,1,1
7355,733,3,30,102452.71,0,21556.95,0,0
7356,529,2,35,0,0,56518,0,0
7357,493,1,37,142987.46,0,158840.99,0,0
7358,615,2,29,143330.56,1,126396.01,0,0
7359,600,1,49,0,1,148087.88,1,1
7360,666,1,36,120165.4,0,33701.5,0,0
7361,644,2,54,0,1,84622.37,0,0
7362,692,1,36,0,0,185580.89,1,1
7363,707,1,73,66573.17,1,62768.8,0,0
7364,603,1,40,102833.46,1,38829.11,0,0
7365,671,1,34,164757.56,0,110748.88,0,0
7366,568,2,36,153610.61,1,54083.8,1,1
7367,598,2,35,0,1,88658.73,0,0
7368,606,2,42,0,0,177938.52,0,0
7369,850,3,36,169025.83,0,174235.06,0,0
7370,644,2,26,153455.72,1,82696.84,0,0
7371,655,1,37,0,1,142415.97,0,0
7372,850,1,30,153972.89,0,62811.03,0,0
7373,683,2,34,114609.55,1,25339.29,0,0
7374,663,3,37,143625.83,1,176487.05,0,0
7375,682,3,38,116520.28,1,49833.5,1,1
7376,639,1,77,80926.02,1,55829.25,0,0
7377,704,1,23,166594.78,1,155823.2,0,0
7378,691,1,40,115465.98,1,60622.61,0,0
7379,599,1,34,0,1,174196.68,0,0
7380,573,1,36,0,1,56905.38,0,0
7381,589,3,41,92618.62,1,101178.85,0,0
7382,620,3,25,141825.88,1,73857.94,1,1
7383,647,2,28,149594.02,0,102325.19,0,0
7384,737,2,39,130051.66,0,55356.39,1,1
7385,634,1,41,0,1,131284.93,0,0
7386,660,1,38,0,0,88080.43,0,0
7387,666,3,37,158468.76,1,93266.01,0,0
7388,696,1,44,161889.79,0,75562.47,0,0
7389,836,1,29,133681.78,1,153747.73,0,0
7390,667,2,34,0,0,163830.64,0,0
7391,596,2,20,187294.46,0,103456.47,0,0
7392,430,1,31,0,0,95655.16,0,0
7393,596,2,67,0,1,138350.74,0,0
7394,599,1,28,119706.22,0,31190.42,0,0
7395,519,1,22,0,1,167553.06,0,0
7396,721,3,45,138523.2,0,59604.45,1,1
7397,603,2,56,90778.76,0,162223.67,1,1
7398,572,3,47,99353.42,0,196549.85,1,1
7399,453,3,40,111524.49,1,120373.84,1,1
7400,668,1,37,128645.67,0,92149.64,0,0
7401,762,3,35,117458.51,1,178361.48,1,1
7402,633,1,39,129189.15,0,170998.83,0,0
7403,647,2,33,121260.19,0,77216.48,0,0
7404,796,2,56,94231.13,0,121164.6,1,1
7405,733,1,39,0,1,141841.31,0,0
7406,556,1,34,163757.06,1,104000.06,0,0
7407,489,2,58,0,1,191419.32,0,0
7408,639,1,22,0,0,28188.96,0,0
7409,715,1,35,141005.47,1,60407.93,0,0
7410,807,3,42,105356.09,1,130489.37,0,0
7411,714,2,34,0,0,193040.32,0,0
7412,626,3,23,85897.95,0,109742.8,0,0
7413,697,1,36,0,1,74760.32,0,0
7414,850,3,31,164672.66,1,61936.1,0,0
7415,737,3,45,99169.67,1,78650.95,0,0
7416,812,1,29,0,0,168023.6,0,0
7417,583,1,36,0,1,5571.59,0,0
7418,730,3,37,124053.03,0,118591.67,0,0
7419,677,1,36,0,0,7824.31,0,0
7420,748,3,40,103499.09,0,38153.19,0,0
7421,753,3,38,151766.71,1,180829.99,0,0
7422,634,2,36,0,1,143960.72,0,0
7423,622,1,29,101486.96,1,8788.35,0,0
7424,699,3,36,123601.56,0,103557.85,0,0
7425,570,3,38,127201.58,0,147168.28,1,1
7426,552,3,33,144962.74,0,58844.84,1,1
7427,619,1,48,0,0,18094.96,1,1
7428,714,2,33,122017.19,0,162515.17,0,0
7429,503,2,32,100262.88,1,157921.25,0,0
7430,685,2,43,117302.62,0,68701.73,0,0
7431,606,1,35,135984.15,0,186778.89,0,0
7432,678,1,38,0,0,66561.6,0,0
7433,724,3,31,160997.54,1,64831.36,0,0
7434,779,3,37,128389.63,1,6589.16,1,1
7435,638,2,35,0,0,165370.66,0,0
7436,610,2,50,130554.51,0,184758.17,1,1
7437,646,3,57,90212,0,13911.27,1,1
7438,628,1,29,71996.29,1,34857.46,0,0
7439,528,1,32,85615.66,0,156192.43,0,0
7440,432,1,27,62339.81,0,53874.67,0,0
7441,622,2,47,142319.03,0,100183.05,0,0
7442,721,1,54,0,1,4493.12,0,0
7443,614,2,36,0,0,130610.78,0,0
7444,634,1,24,87413.19,0,63340.65,0,0
7445,742,1,29,0,1,180066.59,0,0
7446,516,1,45,0,0,95273.73,1,1
7447,718,1,35,97560.16,1,53511.74,0,0
7448,636,3,30,141787.31,1,109685.61,0,0
7449,691,2,36,129934.64,0,75664.56,1,1
7450,698,1,37,166178.02,1,71972.95,0,0
7451,712,2,39,163097.55,1,23702.42,0,0
7452,659,1,20,0,0,112572.02,0,0
7453,573,2,44,0,0,62424.46,0,0
7454,778,3,35,151958.19,1,131238.37,1,1
7455,732,1,46,0,1,184350.78,0,0
7456,550,3,33,118400.91,1,13999.64,1,1
7457,790,2,20,0,0,168152.76,0,0
7458,665,3,43,116322.27,0,35640.12,1,1
7459,728,2,43,0,1,120088.17,0,0
7460,645,2,29,0,1,74346.11,0,0
7461,647,3,30,143138.91,0,2955.46,0,0
7462,596,2,32,0,1,146504.35,0,0
7463,610,1,40,0,1,149602.54,0,0
7464,512,1,36,129804.17,0,53020.9,0,0
7465,768,3,37,108308.11,0,41788.25,1,1
7466,666,3,30,110153.27,1,74849.46,0,0
7467,700,3,30,116377.48,1,134417.31,0,0
7468,651,3,37,117791.06,1,75837.58,0,0
7469,542,2,26,0,1,54869.54,0,0
7470,686,1,35,105419.73,0,35356.46,0,0
7471,850,3,47,99219.47,1,122141.13,0,0
7472,658,3,55,119327.93,1,119439.66,0,0
7473,448,1,36,83947.12,0,81999.53,0,0
7474,609,2,32,99883.16,1,120594.85,0,0
7475,704,1,50,165438.26,0,120770.75,1,1
7476,698,1,31,156111.24,0,134790.74,0,0
7477,759,1,44,111095.58,0,100137.7,0,0
7478,677,1,56,119963.45,0,158325.87,1,1
7479,544,2,22,0,0,70007.67,0,0
7480,567,2,35,153137.74,0,88659.07,0,0
7481,490,2,40,156111.08,0,190889.13,0,0
7482,626,1,34,113014.7,1,56646.28,0,0
7483,718,3,43,132615.73,0,32999.1,0,0
7484,616,1,44,102016.38,1,178235.37,1,1
7485,772,1,35,0,1,25448.31,0,0
7486,561,1,32,0,0,84871.99,0,0
7487,814,1,49,0,0,157822.54,0,0
7488,651,1,56,0,0,84383.22,1,1
7489,538,3,42,80380.24,0,119216.46,0,0
7490,600,1,26,108909.12,0,82547.01,0,0
7491,654,1,35,90865.8,1,86764.46,0,0
7492,622,1,40,99799.76,0,197372.13,0,0
7493,682,1,28,200724.96,1,82872.64,1,1
7494,610,2,37,140363.95,1,129563.86,0,0
7495,795,1,36,151844.64,1,135388.89,0,0
7496,557,1,27,0,1,4497.55,0,0
7497,824,3,49,133231.48,1,67885.37,0,0
7498,698,1,27,0,0,111471.55,0,0
7499,630,1,36,126598.99,1,134407.93,0,0
7500,609,3,71,113317.1,0,108258.22,1,1
7501,694,1,47,0,0,197528.62,0,0
7502,681,1,58,93173.88,1,139761.25,0,0
7503,721,2,32,0,0,136119.96,1,1
7504,563,3,44,105007.31,1,197812.16,0,0
7505,654,2,32,0,1,51972.92,1,1
7506,659,2,27,0,0,99341.87,0,0
7507,674,3,44,131593.85,1,171345.02,1,1
7508,576,3,44,119530.52,0,119056.68,1,1
7509,566,3,54,118614.6,1,172601.62,0,0
7510,545,3,37,95829.13,1,104936.88,0,0
7511,798,1,36,0,1,159044.1,0,0
7512,757,1,38,0,0,83263.06,0,0
7513,641,1,50,153590.73,1,130910.78,0,0
7514,718,1,29,0,0,126336.72,0,0
7515,699,1,64,113109.52,0,27980.8,1,1
7516,623,1,35,130557.24,1,47880.71,0,0
7517,644,1,40,93183.19,0,73882.49,0,0
7518,586,1,58,151933.63,0,162960.05,1,1
7519,500,3,30,125495.64,1,68807.47,0,0
7520,583,1,42,0,0,144039.05,0,0
7521,595,3,26,118547.72,1,151192.18,0,0
7522,670,2,43,97792.21,0,120225.62,0,0
7523,610,1,41,0,0,56118.81,1,1
7524,814,2,72,0,1,130853.03,0,0
7525,660,1,40,167181.01,1,185156.94,0,0
7526,580,3,35,121355.19,1,35671.45,0,0
7527,850,1,81,0,1,59568.24,0,0
7528,676,2,35,0,0,139911.58,0,0
7529,578,1,46,113226.47,0,56770.76,0,0
7530,579,1,33,118392.75,1,157564.75,0,0
7531,711,3,52,145262.54,1,131473.31,0,0
7532,692,1,40,163505.16,0,90424.09,0,0
7533,760,2,33,118114.28,1,156660.21,0,0
7534,630,3,51,108449.23,0,88372.69,1,1
7535,808,1,32,0,1,46200.71,0,0
7536,611,3,36,103294.56,0,160548.12,0,0
7537,697,1,42,0,0,1262.83,1,1
7538,655,1,38,0,1,188639.28,0,0
7539,601,2,28,0,0,14665.28,0,0
7540,755,1,42,119919.12,0,156868.21,0,0
7541,553,1,37,0,0,30461.55,0,0
7542,723,1,28,0,1,123885.88,0,0
7543,507,2,34,0,1,60688.38,0,0
7544,777,1,43,0,0,21785.91,0,0
7545,566,1,34,0,0,188135.69,0,0
7546,732,1,26,0,0,154364.66,0,0
7547,697,1,42,0,0,61312.15,0,0
7548,555,1,29,128744.04,1,47454.93,0,0
7549,584,3,62,137727.34,1,121102.9,0,0
7550,705,3,44,106731.58,0,137419.87,1,1
7551,688,1,38,123544.21,1,157664.02,0,0
7552,626,1,37,133968.96,0,148689.65,0,0
7553,636,2,76,126534.6,1,39789.62,0,0
7554,719,2,35,0,1,165162.4,0,0
7555,706,2,30,87609.68,0,137674.55,1,1
7556,731,2,41,0,0,101371.72,0,0
7557,738,2,49,0,1,65066.48,1,1
7558,426,1,34,0,0,107876.91,0,0
7559,622,2,36,108960,0,111180.3,1,1
7560,701,2,30,0,0,115650.63,0,0
7561,512,1,51,144953.31,1,165035.17,0,0
7562,635,1,41,103544.88,0,193746.55,0,0
7563,685,1,33,0,0,58458.26,0,0
7564,609,1,53,0,1,52332.85,0,0
7565,598,3,38,101487.18,1,75959.1,1,1
7566,708,1,52,105355.81,0,123.07,1,1
7567,574,2,36,77967.5,0,167066.95,1,1
7568,629,1,44,0,0,117572.59,1,1
7569,422,2,54,0,1,7166.71,0,0
7570,656,2,28,120047.77,1,137173.39,0,0
7571,697,1,32,175464.85,0,116442.42,1,1
7572,718,1,52,79475.3,1,32421.32,1,1
7573,586,3,37,167735.69,1,104665.79,0,0
7574,481,2,37,0,0,44215.86,0,0
7575,749,1,33,74385.98,0,20164.47,0,0
7576,561,3,49,94754,1,26691.31,0,0
7577,676,2,27,0,1,107955.67,0,0
7578,615,3,43,86920.86,1,150048.37,0,0
7579,582,1,39,132077.48,0,192255.15,0,0
7580,601,1,40,127847.86,0,173245.68,0,0
7581,708,1,34,0,1,121457.88,1,1
7582,708,3,42,176702.36,1,104804.74,0,0
7583,797,3,33,83555.58,0,69767.14,0,0
7584,682,1,26,0,0,178373.43,0,0
7585,694,2,39,0,0,99924.04,0,0
7586,490,1,40,0,1,49594.19,1,1
7587,828,2,42,0,1,186071.14,0,0
7588,594,2,38,96858.35,0,77511.45,0,0
7589,579,2,33,0,1,54816.57,0,0
7590,723,1,35,0,1,61290.99,0,0
7591,619,3,42,132796.04,1,191821.35,1,1
7592,794,2,30,154970.54,1,156768.45,0,0
7593,674,3,44,88902.21,0,73731.32,0,0
7594,418,1,28,98738.92,0,122190.22,0,0
7595,502,1,33,0,1,123509.01,0,0
7596,678,1,50,0,0,8199.5,0,0
7597,599,3,40,137456.28,1,14113.11,0,0
7598,736,1,29,0,0,51705.01,0,0
7599,430,1,60,73937.02,0,161937.62,1,1
7600,537,1,45,158621.04,0,120892.96,1,1
7601,683,2,30,113257.2,1,65035.02,0,0
7602,828,1,31,0,1,164257.37,0,0
7603,691,1,29,116536.43,0,51987.99,0,0
7604,608,2,28,0,0,10899.63,1,1
7605,691,1,60,101070.69,0,177355.8,1,1
7606,718,2,39,0,1,63889.1,0,0
7607,680,3,31,127331.46,1,176433.6,0,0
7608,838,2,41,0,0,81313.51,0,0
7609,695,2,31,0,1,13998.88,0,0
7610,681,1,46,105969.42,0,5771.56,0,0
7611,762,1,36,119547.46,1,42693.65,0,0
7612,751,2,38,0,0,90839.61,0,0
7613,678,2,28,138668.18,1,54144.01,0,0
7614,634,1,37,51582.5,1,184312.88,0,0
7615,749,1,37,0,0,20306.79,0,0
7616,590,2,37,169902.92,1,128256.18,0,0
7617,610,1,27,87262.4,0,182720.07,0,0
7618,502,1,33,0,1,4082.52,0,0
7619,578,1,40,0,0,102233.73,0,0
7620,547,1,32,0,0,132002.83,0,0
7621,579,1,27,0,0,126838.7,0,0
7622,661,1,39,0,0,181461.46,0,0
7623,794,1,46,0,0,195325.74,0,0
7624,719,1,61,0,1,29132.43,0,0
7625,728,1,69,0,1,131804.86,0,0
7626,598,3,19,150348.37,1,173784.04,0,0
7627,822,3,46,115074.02,0,26249.86,0,0
7628,670,2,40,0,1,182650.15,0,0
7629,850,1,28,99986.98,0,196582.55,0,0
7630,723,3,68,110357,0,141977.54,1,1
7631,705,3,42,166685.92,1,55313.51,0,0
7632,677,2,40,95312.8,1,62944.75,0,0
7633,736,1,43,202443.47,0,72375.03,0,0
7634,661,3,47,109493.62,0,188324.01,1,1
7635,501,3,38,88977.39,1,133403.07,0,0
7636,516,1,29,104982.57,0,157378.5,0,0
7637,517,3,59,154110.99,0,101240.08,1,1
7638,766,1,32,185714.28,1,102502.5,0,0
7639,520,3,23,116022.53,1,37577.66,0,0
7640,541,1,46,0,1,83456.67,0,0
7641,790,3,34,164011.48,0,199420.41,0,0
7642,797,1,31,0,1,24748.89,0,0
7643,811,1,40,101514.89,1,121765,0,0
7644,722,2,32,0,1,113666.48,0,0
7645,675,1,28,0,0,134110.93,0,0
7646,660,3,39,134599.33,0,183095.87,0,0
7647,566,2,32,147511.26,1,159891.03,0,0
7648,768,1,25,78396.08,1,8316.19,0,0
7649,610,2,31,0,0,63736.36,0,0
7650,715,1,31,110581.29,1,94715.24,0,0
7651,750,3,42,151836.36,0,68695.38,0,0
7652,431,3,45,83624.55,0,36899.62,0,0
7653,704,1,24,148197.15,0,182775.08,0,0
7654,535,2,30,122924.75,0,62390.59,1,1
7655,614,1,38,72594,1,76042.48,0,0
7656,748,1,38,115221.36,1,70956.75,0,0
7657,492,3,51,117808.74,1,67311.12,0,0
7658,573,1,40,147754.68,1,110454.46,0,0
7659,706,2,53,0,0,88479.02,1,1
7660,680,1,31,113292.17,1,122639.73,0,0
7661,458,2,36,0,0,79723.78,0,0
7662,612,3,44,115163.38,1,97677.52,1,1
7663,809,3,50,118098.62,1,100720.02,1,1
7664,590,1,39,0,1,104730.52,0,0
7665,602,1,35,0,1,22499.29,0,0
7666,540,2,37,120825.7,0,28257.89,0,0
7667,494,1,25,0,1,109988.09,0,0
7668,797,1,29,0,1,149991.32,0,0
7669,526,3,61,133845.28,1,45180.8,0,0
7670,631,2,38,0,0,181605.85,0,0
7671,576,1,29,108541.04,1,126469.09,0,0
7672,405,1,39,0,0,160810.85,1,1
7673,555,1,30,0,0,88146.86,0,0
7674,750,2,37,113817.06,0,88333.74,0,0
7675,665,1,28,137300.23,0,90174.83,0,0
7676,640,2,37,158024.38,0,81298.09,0,0
7677,457,1,33,127837.54,1,60013.17,0,0
7678,695,1,36,161533,0,100940.91,0,0
7679,645,1,31,161171.7,0,12599.94,1,1
7680,647,2,32,80958.36,1,128590.73,0,0
7681,808,2,25,0,1,23180.37,0,0
7682,641,1,33,146193.6,1,55796.83,1,1
7683,700,2,29,0,1,152097.02,0,0
7684,660,3,26,115021.76,1,162443.05,0,0
7685,615,2,41,126773.43,1,55551.26,0,0
7686,705,3,40,92889.91,1,109496.69,0,0
7687,718,1,48,0,1,72105.63,0,0
7688,754,1,61,146622.35,1,41815.22,1,1
7689,713,3,45,131038.14,0,74005.04,1,1
7690,587,1,46,88820.29,0,70224.34,0,0
7691,569,2,31,115406.97,0,145528.22,0,0
7692,568,1,38,132951.92,1,124486.28,0,0
7693,634,3,74,108891.7,0,10078.02,0,0
7694,770,3,46,141788.63,0,164967.21,0,0
7695,676,2,64,116954.32,1,91149.48,0,0
7696,723,3,47,90450,0,103379.31,1,1
7697,614,3,39,125997.22,1,128049.34,1,1
7698,601,2,41,0,0,54342.83,0,0
7699,592,1,60,0,1,13614.01,1,1
7700,605,2,36,0,1,35521.63,0,0
7701,752,2,31,144637.86,0,40496.72,0,0
7702,677,1,29,86616.35,0,91903.9,1,1
7703,850,1,31,0,0,178667.7,0,0
7704,608,3,48,127924.25,0,32202.61,0,0
7705,786,2,34,0,0,117034.32,0,0
7706,777,1,29,131240.61,1,163746.09,1,1
7707,667,2,31,0,1,20346.69,0,0
7708,848,2,35,120046.74,0,84710.65,0,0
7709,486,1,39,97819.36,1,120531.31,0,0
7710,598,2,64,62979.93,1,152273.57,0,0
7711,506,1,40,0,1,144345.58,0,0
7712,612,3,46,161450.03,1,96961,1,1
7713,545,1,30,0,0,170307.43,0,0
7714,793,1,56,119496.25,0,29880.99,0,0
7715,682,1,30,0,1,195104.91,0,0
7716,517,1,62,43772.66,0,187756.24,1,1
7717,684,1,32,100249.41,1,67599.69,0,0
7718,692,2,46,0,1,105983.09,0,0
7719,740,1,60,108028.08,0,25980.42,1,1
7720,666,3,71,53013.29,1,112222.64,0,0
7721,693,1,68,0,1,59864.96,0,0
7722,757,3,33,122088.67,0,42581.09,0,0
7723,684,3,18,90544,1,4777.23,0,0
7724,691,2,35,0,1,178038.17,0,0
7725,842,1,44,141252.18,1,128521.16,1,1
7726,482,1,35,147813.05,0,109029.72,0,0
7727,735,1,55,134140.68,0,2267.88,0,0
7728,681,1,63,0,1,55054.48,0,0
7729,616,1,31,0,1,76456.17,0,0
7730,850,1,35,128548.49,0,75478.95,1,1
7731,635,1,43,122198.21,1,179144.54,0,0
7732,638,3,42,145177.84,0,193471.74,1,1
7733,820,2,31,94222.53,0,103570.8,0,0
7734,694,3,58,143212.22,0,102628.56,1,1
7735,713,1,41,0,0,55772.04,0,0
7736,543,3,41,143350.41,1,192070.16,1,1
7737,649,1,41,130931.83,1,144808.37,0,0
7738,777,1,30,137851.31,0,5008.23,1,1
7739,561,1,33,0,0,173680.39,0,0
7740,724,2,41,0,1,115753.94,0,0
7741,665,2,51,0,1,38928.48,1,1
7742,441,1,60,140614.15,1,174381.23,0,0
7743,579,2,22,118680.57,1,49829.8,0,0
7744,777,3,35,122917.69,1,76169.68,0,0
7745,739,1,36,0,0,133465.57,0,0
7746,660,1,40,131754.11,1,38761.61,0,0
7747,554,1,35,0,1,176779.46,0,0
7748,850,1,24,0,1,13159.9,0,0
7749,842,3,35,119948.09,0,48217.97,1,1
7750,785,1,38,0,0,134964.85,1,1
7751,550,1,25,0,1,184221.11,0,0
7752,750,2,39,0,0,19264.33,0,0
7753,490,2,38,97266.1,1,92797.23,0,0
7754,605,3,28,113690.83,0,33114.24,0,0
7755,563,2,42,99056.22,0,154347.95,1,1
7756,675,1,34,0,1,184842.21,0,0
7757,621,2,36,116338.68,1,155743.48,0,0
7758,850,1,40,97339.99,1,88815.25,0,0
7759,711,1,41,0,1,193747.57,0,0
7760,549,3,55,137592.31,1,116548.02,1,1
7761,764,3,34,108760.27,0,166324.79,1,1
7762,627,3,30,128770.88,1,40199.01,0,0
7763,850,1,34,0,0,51919.04,0,0
7764,614,2,36,44054.84,1,73329.08,0,0
7765,685,3,44,119657.53,0,145387.05,1,1
7766,683,3,49,108797.63,0,140763.18,0,0
7767,643,2,35,0,0,67979.35,0,0
7768,561,3,49,102025.32,0,133051.64,1,1
7769,601,2,20,122446.61,0,86791.9,0,0
7770,766,1,27,158786.67,1,47579.25,0,0
7771,699,1,29,125689.29,1,151623.71,0,0
7772,850,3,29,154640.41,1,164039.51,0,0
7773,792,3,50,146710.76,0,16528.4,1,1
7774,636,3,67,136709.35,1,66753.1,1,1
7775,850,3,43,129305.09,1,19244.58,0,0
7776,628,2,40,0,0,103832.58,0,0
7777,736,1,63,0,1,502.7,0,0
7778,711,1,21,82844.33,1,1408.68,0,0
7779,583,2,22,0,1,5985.36,0,0
7780,757,1,46,0,0,37460.05,0,0
7781,749,3,33,76692.22,1,30396.43,0,0
7782,705,1,34,117715.84,0,2498.67,0,0
7783,585,1,54,87105.32,1,55346.14,0,0
7784,437,1,43,0,0,148330.97,1,1
7785,741,1,64,69311.16,1,59237.72,0,0
7786,738,1,26,0,1,48644.94,0,0
7787,586,2,33,66948.67,1,140759.03,0,0
7788,627,1,57,0,1,107712.42,0,0
7789,551,2,76,128410.71,1,181718.73,0,0
7790,606,3,38,99897.53,0,37054.65,0,0
7791,674,1,22,0,1,173940.59,0,0
7792,584,3,31,152622.34,0,99298.8,0,0
7793,590,1,40,0,0,62933.03,0,0
7794,585,1,56,138227.19,1,55287.84,0,0
7795,508,1,25,111395.53,1,48197.06,0,0
7796,458,3,44,84386.57,0,178642.73,0,0
7797,692,1,36,0,1,8282.22,0,0
7798,502,3,33,174673.65,0,33300.56,0,0
7799,518,1,46,0,0,76515.79,0,0
7800,660,3,46,109019.65,1,33680.56,0,0
7801,698,3,52,107906.75,0,168886.39,1,1
7802,678,1,54,128914.97,0,191746.23,1,1
7803,773,2,63,111179.83,1,93091.02,0,0
7804,619,3,52,124099.13,0,23904.52,0,0
7805,684,3,59,122471.09,1,15807.07,0,0
7806,635,1,34,134692.4,1,83773.02,0,0
7807,680,1,25,123816.5,1,90162.35,0,0
7808,608,3,34,106288.54,1,36639.25,0,0
7809,603,3,55,127723.25,0,139469.11,1,1
7810,579,2,43,145843.82,1,198402.37,1,1
7811,756,3,34,148200.72,0,194584.48,0,0
7812,611,1,30,104145.65,0,159629.64,0,0
7813,532,3,24,142755.25,0,34231.48,0,0
7814,684,3,63,81245.79,0,69643.31,1,1
7815,647,3,33,168560.46,0,90270.16,0,0
7816,583,1,38,0,0,47848.56,0,0
7817,774,3,42,132193.94,1,162865.52,0,0
7818,677,1,58,0,1,168650.4,0,0
7819,542,3,25,139330.1,0,54372.37,0,0
7820,613,2,29,0,1,133897.32,0,0
7821,666,1,40,0,0,147878.05,0,0
7822,777,1,28,134571.5,1,118313.38,0,0
7823,581,3,50,143829.2,0,181224.24,1,1
7824,705,1,32,0,0,7921.57,0,0
7825,673,1,44,133444.97,1,5708.19,0,0
7826,594,3,23,104753.84,0,56756.52,1,1
7827,648,3,51,116574.84,0,4121.04,1,1
7828,605,1,41,0,1,97213.09,0,0
7829,734,1,40,176914.8,1,12799.23,0,0
7830,572,1,36,68348.18,1,50400.32,0,0
7831,595,1,33,0,1,41447.86,0,0
7832,749,1,42,56726.83,1,185543.35,0,0
7833,573,2,46,65269.23,1,189988.65,1,1
7834,624,2,33,66220.17,1,170819.01,0,0
7835,703,1,56,0,0,85547.33,1,1
7836,665,1,41,96147.55,0,137037.97,0,0
7837,648,1,42,0,0,19283.14,0,0
7838,850,2,48,0,0,169425.3,1,1
7839,569,3,32,145330.43,1,132038.65,0,0
7840,566,1,21,0,1,3626.47,0,0
7841,537,3,47,124192.28,1,50881.51,0,0
7842,706,3,46,111288.18,1,149170.25,1,1
7843,734,1,43,107805.67,0,182505.68,0,0
7844,586,3,36,103700.69,0,194072.56,1,1
7845,612,1,38,0,1,9209.21,0,0
7846,648,1,34,0,1,167931.81,0,0
7847,557,1,27,87739.08,1,123096.56,0,0
7848,643,2,20,133313.34,1,3965.69,0,0
7849,433,1,49,0,1,87711.61,0,0
7850,643,3,41,154902.66,1,49667.28,0,0
7851,488,1,36,0,0,136675.22,0,0
